"mean_total_reads_spiked","sd_total_reads_spiked","se_total_reads_spiked","q25_total_reads_spiked","median_total_reads_spiked","q75_total_reads_spiked","mean_percentage","sd_percentage","se_percentage","q25_percentage","median_percentage","q75_percentage","passed_count","failed_count"
5795.8487394958,11366.6265654825,736.788966397273,322.5,1230,4709.25,27.1353329269868,29.7418092018405,1.9278751469811,3.12126349887164,13.5186559074757,42.0610556057192,160,78
